loss,acc,f1_score,val_loss,val_acc,val_f1_score,lr
2.253926731009671,0.9965474009513855,0.000633732124697417,0.030765689599017303,0.9964180588722229,0.0003717573417816311,9.999999747378752e-05
1.9838294917110793,0.9965490102767944,0.001296715927310288,0.026109601184725762,0.9964614510536194,0.0006105105276219547,9.999999747378752e-05
1.8703842987660237,0.9965487718582153,0.0018969908123835921,0.023928027786314487,0.9964814186096191,0.0007652053027413785,9.999999747378752e-05
1.7560005729167223,0.996549129486084,0.0028490573167800903,0.023062925351162753,0.9964799880981445,0.0008626215858384967,9.999999747378752e-05
1.639917768869858,0.9965510964393616,0.004169659689068794,0.02234977533419927,0.9964877963066101,0.0008438316290266812,9.999999747378752e-05
1.5188722196104225,0.996557354927063,0.006076514720916748,0.022120220214128496,0.9964883923530579,0.0008570581558160484,9.999999747378752e-05
1.4077803946166059,0.9965648055076599,0.008340788073837757,0.022155772832532724,0.9964889287948608,0.0008821834344416857,9.999999747378752e-05
1.3000513635452138,0.9965798258781433,0.011091215535998344,0.022127504646778106,0.9964904189109802,0.0008730997215025127,9.999999747378752e-05
1.205877411001114,0.9965916872024536,0.014136714860796928,0.02211795753488938,0.9964905381202698,0.0009015047689899802,9.999999747378752e-05
1.128738879491148,0.9966158866882324,0.017070762813091278,0.0221268767490983,0.9964911937713623,0.0008715282892808318,9.999999747378752e-05
1.0623319374525912,0.996638834476471,0.01990997977554798,0.022192237402002015,0.996489405632019,0.0009079642477445304,9.999999747378752e-05
0.9839231378230465,0.9966654181480408,0.02380349300801754,0.022160659171640874,0.9964903593063354,0.0009114519925788045,4.999999873689376e-05
0.9449147426405328,0.9966713190078735,0.02553463727235794,0.022216047967473666,0.996490478515625,0.000983291189186275,4.999999873689376e-05
0.9211606539388931,0.9966772794723511,0.026813406497240067,0.022230918519198895,0.9964904189109802,0.0009946107165887952,4.999999873689376e-05
0.9004308382808902,0.9966970086097717,0.028142809867858887,0.022320164926350118,0.996489405632019,0.0010497121838852763,4.999999873689376e-05
0.8827570458270577,0.9967042803764343,0.029383214190602303,0.022421934579809507,0.9964895248413086,0.0010532013839110732,4.999999873689376e-05
0.8679505373817344,0.9967178106307983,0.03056088276207447,0.02247542515397072,0.9964905977249146,0.0010804635239765048,4.999999873689376e-05
0.8533190972523919,0.9967168569564819,0.03146188333630562,0.022431578611334164,0.9964873790740967,0.0011302559869363904,4.999999873689376e-05
0.8397841292073113,0.9967330098152161,0.03240571916103363,0.022438592029114565,0.9964858293533325,0.0011367086553946137,4.999999873689376e-05
0.828988472353423,0.9967460632324219,0.03325904533267021,0.02266405081997315,0.996485710144043,0.0011717461748048663,4.999999873689376e-05
